Satellite ID,Satellite Type,Orbit Type,date time,Frequency Bands,Ground Station ID,Location (Latitude),Location (Longitude)),data,qubit,basis,measurement_result,Communication Protocols,Security Protocols,error_rate,timestamp
10096-0181,Earth observation,geostationary orbit (GEO),2/16/2022,Ku-band,43478-271,-8.8047883,119.9624902,47,1,X,0,AES,QKD,0.54,9/11/2022
49738-400,astronomical,geostationary transfer orbit (GTO),6/9/2020,Ka-band,0268-1534,-6.7533085,108.5522531,40,0,X,0,TCP/IP,IPsec,0.4,12/11/2022
47682-260,communication,medium Earth orbit (MEO),10/14/2020,VHF,0430-0420,7.665099,-76.67749,16,0,Z,0,AES,QKD,0.46,5/22/2022
59045-1001,communication,medium Earth orbit (MEO),2/19/2020,Ka-band,53150-247,31.953702,118.839685,82,0,X,1,SLE,IPsec,0.87,12/26/2022
49288-0926,communication,geostationary transfer orbit (GTO),3/19/2020,VHF,54868-5984,54.9562342,20.4747022,25,1,Z,0,CCSDS,IPsec,0.65,8/24/2022
43419-706,navigation,geostationary orbit (GEO),4/20/2020,VHF,49348-166,6.53333,124.03333,92,0,X,0,SLE,QKD,0.31,5/13/2022
60681-0111,communication,Low Earth orbit (LEO),4/19/2020,VHF,0173-0662,32.2760111,72.9216603,51,0,X,0,CCSDS,IPsec,0.04,4/8/2022
55315-524,communication,Sun-synchronous orbit (SSO),9/18/2020,UHF,63739-046,3.1121428,101.6935065,81,1,X,0,SLE,QKD,0.48,1/4/2022
51655-400,Earth observation,geostationary orbit (GEO),5/4/2021,VHF,63481-814,52.8669497,24.8920219,63,0,X,1,CCSDS,IPsec,0.34,9/25/2022
24208-277,astronomical,Low Earth orbit (LEO),3/1/2022,Ku-band,0135-0507,14.4290353,121.0360943,23,1,X,1,DVB-S2,QKD,0.44,7/14/2022
13537-353,astronomical,Low Earth orbit (LEO),4/12/2020,UHF,50436-7602,10.376766,123.63656,77,1,X,1,DVB-S2,QKD,0.88,1/31/2022
45802-721,astronomical,Sun-synchronous orbit (SSO),8/17/2022,Ka-band,48951-1215,48.294118,4.0675057,6,1,X,0,CCSDS,IPsec,0.42,5/4/2022
54575-963,navigation,medium Earth orbit (MEO),10/15/2020,UHF,55655-120,54.2109904,-8.5070436,78,1,Z,1,AES,QKD,0.33,2/25/2022
63323-311,astronomical,geostationary transfer orbit (GTO),8/28/2022,Ku-band,0591-5708,32.700367,67.303116,15,0,Z,0,DVB-S2,IPsec,0.74,10/8/2022
63629-5036,Earth observation,geostationary transfer orbit (GTO),9/12/2020,VHF,50390-109,9.2716618,-2.9925577,52,0,Z,0,CCSDS,IPsec,0.37,4/26/2022
0268-6636,communication,Sun-synchronous orbit (SSO),6/10/2021,Ka-band,63629-4841,49.8825995,16.8722323,74,0,Z,1,AES,IPsec,0.05,12/30/2022
68084-051,Earth observation,geostationary orbit (GEO),3/9/2020,Ka-band,47124-221,-3.5451284,36.1029284,17,0,X,0,CCSDS,QKD,0.53,9/12/2022
33261-891,astronomical,medium Earth orbit (MEO),6/16/2020,VHF,0186-5022,32.181821,119.749094,35,1,X,1,SLE,QKD,0.87,6/26/2022
52686-271,Earth observation,geostationary transfer orbit (GTO),11/23/2022,UHF,61734-070,60.1128845,22.9535316,60,1,Z,0,SLE,QKD,0.66,6/1/2022
50297-0001,navigation,geostationary transfer orbit (GTO),1/1/2022,Ku-band,0713-0223,45.6001616,17.8741663,19,0,Z,1,TCP/IP,QKD,0.71,1/28/2022
58809-888,navigation,Low Earth orbit (LEO),2/21/2021,UHF,27505-003,27.066023,110.961917,18,0,X,0,CCSDS,QKD,0.68,11/11/2022
0781-6022,communication,Low Earth orbit (LEO),11/1/2021,UHF,49348-680,10.2947384,123.9595164,45,1,X,0,SLE,QKD,0.83,3/15/2022
60505-0095,Earth observation,geostationary transfer orbit (GTO),8/22/2021,Ka-band,52125-151,39.2682645,-9.1580682,60,1,X,1,DVB-S2,QKD,0.8,11/24/2022
21695-821,communication,Sun-synchronous orbit (SSO),12/7/2021,Ku-band,0378-5124,52.3429156,16.8799555,60,0,X,1,SLE,IPsec,0.07,6/18/2022
57520-0804,Earth observation,Low Earth orbit (LEO),2/4/2021,UHF,0067-3999,48.3117809,23.041894,72,1,X,0,CCSDS,QKD,0.46,11/2/2022
64679-633,navigation,medium Earth orbit (MEO),9/23/2020,Ku-band,62742-4034,-8.227306,115.2379,42,0,X,0,SLE,IPsec,0.73,9/5/2022
54868-5067,navigation,Low Earth orbit (LEO),3/29/2020,VHF,42254-065,3.2093353,101.6716295,12,1,X,0,CCSDS,QKD,0.47,8/22/2022
41190-667,navigation,Sun-synchronous orbit (SSO),12/9/2021,VHF,54340-682,40.882377,122.685217,34,1,Z,0,CCSDS,QKD,0.19,8/15/2022
62756-356,Earth observation,geostationary orbit (GEO),9/15/2022,UHF,0472-0220,41.7509723,43.5291848,44,0,X,0,AES,QKD,0.25,11/9/2022
62106-006,astronomical,geostationary orbit (GEO),3/17/2020,Ku-band,64942-1252,-10.7397921,-37.809338,76,0,Z,0,AES,QKD,0.1,3/8/2022
54575-154,navigation,medium Earth orbit (MEO),5/3/2022,Ka-band,55154-0216,38.6026034,-90.4365807,40,0,X,0,AES,QKD,0.56,1/7/2022
42002-201,Earth observation,Low Earth orbit (LEO),11/9/2021,Ku-band,37205-223,24.4938524,118.1335764,82,1,X,0,AES,QKD,0.86,5/30/2022
0536-4088,navigation,geostationary orbit (GEO),6/7/2022,VHF,49348-476,55.709063,84.4188807,25,1,X,0,SLE,IPsec,0.93,1/16/2022
63629-4279,Earth observation,medium Earth orbit (MEO),5/8/2020,VHF,60512-6780,9.834321,-84.3368699,86,1,X,1,DVB-S2,QKD,0.05,5/5/2022
66854-021,astronomical,Low Earth orbit (LEO),5/28/2020,Ku-band,10742-1048,-8.2631,113.8575,26,1,Z,0,CCSDS,IPsec,0.16,2/15/2022
50991-216,astronomical,Low Earth orbit (LEO),6/26/2020,VHF,43063-392,-7.1259703,112.4023244,82,1,Z,0,TCP/IP,IPsec,0.96,6/16/2022
68479-312,astronomical,Sun-synchronous orbit (SSO),12/26/2020,Ka-band,62756-754,28.739865,106.720976,96,0,X,1,CCSDS,IPsec,0.05,9/25/2022
57924-001,communication,geostationary orbit (GEO),9/23/2022,Ku-band,52959-535,43.5773738,3.8189307,45,0,Z,1,AES,IPsec,0.96,2/13/2022
58468-0132,communication,Low Earth orbit (LEO),4/19/2022,Ka-band,76102-100,8.0120727,4.8987523,1,0,Z,1,TCP/IP,QKD,0.4,9/9/2022
60764-005,Earth observation,medium Earth orbit (MEO),10/19/2021,Ku-band,35356-639,1.9130964,33.171699,81,1,X,0,DVB-S2,IPsec,0.25,2/26/2022
49781-026,astronomical,medium Earth orbit (MEO),9/23/2020,Ku-band,62309-777,35.025793,110.998109,19,1,X,0,AES,IPsec,0.73,4/19/2022
11716-4708,Earth observation,Sun-synchronous orbit (SSO),2/26/2020,UHF,0264-9587,2.18873,98.61185,7,0,X,0,SLE,IPsec,0.56,9/13/2022
49288-0346,navigation,Sun-synchronous orbit (SSO),4/24/2020,Ka-band,51079-519,4.0892492,9.3146014,71,0,Z,0,AES,QKD,0.88,7/7/2022
21695-806,astronomical,Low Earth orbit (LEO),7/8/2020,VHF,63868-711,51.0720479,16.881153,36,1,X,1,AES,IPsec,0.85,8/23/2022
50845-0067,navigation,medium Earth orbit (MEO),2/23/2021,VHF,64117-137,34.563589,105.011894,1,0,X,1,CCSDS,QKD,0.56,12/6/2022
57243-534,navigation,geostationary transfer orbit (GTO),4/30/2022,UHF,65734-103,48.8335842,2.3757659,35,1,Z,0,TCP/IP,IPsec,0.76,6/27/2022
24236-641,Earth observation,medium Earth orbit (MEO),3/20/2022,Ka-band,11822-0220,36.09873,113.324384,36,0,Z,1,AES,IPsec,0.2,5/12/2022
54973-3108,communication,Sun-synchronous orbit (SSO),4/8/2020,VHF,0703-2823,37.035213,120.764679,33,0,Z,0,CCSDS,IPsec,0.97,3/11/2022
0085-2028,communication,geostationary transfer orbit (GTO),8/12/2020,Ka-band,60905-0022,51.6396221,14.999633,18,0,Z,0,AES,QKD,0.73,12/12/2022
62296-0026,navigation,Low Earth orbit (LEO),8/31/2021,Ka-band,57319-307,31.336174,109.898233,37,0,Z,1,DVB-S2,QKD,0.19,5/30/2022
41190-321,astronomical,medium Earth orbit (MEO),5/21/2021,VHF,49643-356,3.0100681,101.5326734,7,1,X,0,CCSDS,IPsec,0.87,7/19/2022
42914-010,navigation,geostationary orbit (GEO),9/4/2022,Ku-band,10424-156,-8.2104974,114.9671388,41,0,X,1,TCP/IP,IPsec,1.0,9/16/2022
52125-710,Earth observation,Sun-synchronous orbit (SSO),10/24/2020,Ka-band,68084-527,42.5076746,20.3190646,36,0,Z,1,SLE,IPsec,0.58,11/21/2022
55316-243,navigation,medium Earth orbit (MEO),2/21/2021,VHF,55150-115,38.7797038,-9.217191,76,1,X,0,AES,QKD,0.18,10/29/2022
49726-004,navigation,Low Earth orbit (LEO),1/3/2021,UHF,49371-025,38.476374,114.24517,32,1,Z,1,AES,IPsec,0.77,9/9/2022
59779-272,astronomical,geostationary transfer orbit (GTO),2/16/2021,Ka-band,60565-050,56.2744592,44.0325148,55,0,X,1,DVB-S2,IPsec,0.9,7/17/2022
64725-0009,astronomical,Low Earth orbit (LEO),8/27/2021,VHF,45802-923,10.9015165,-64.0857232,49,1,X,0,CCSDS,IPsec,0.22,7/21/2022
49999-774,navigation,geostationary transfer orbit (GTO),4/1/2022,Ku-band,37808-393,-9.4583,120.0497,37,1,X,0,TCP/IP,IPsec,0.22,9/27/2022
51079-346,astronomical,Low Earth orbit (LEO),6/17/2020,UHF,0363-2529,38.9835516,-9.0774591,96,0,Z,1,AES,IPsec,0.09,7/24/2022
62007-006,astronomical,Sun-synchronous orbit (SSO),3/14/2021,VHF,11084-254,41.356361,82.63142,78,0,Z,1,SLE,IPsec,0.39,9/24/2022
65044-6517,navigation,medium Earth orbit (MEO),4/13/2021,UHF,12546-103,50.496272,32.7188892,14,1,Z,1,SLE,IPsec,0.75,5/28/2022
0135-0519,Earth observation,medium Earth orbit (MEO),12/29/2022,Ka-band,61722-163,48.8270848,2.5111543,3,0,X,1,TCP/IP,QKD,0.49,9/26/2022
0113-0056,astronomical,geostationary transfer orbit (GTO),1/24/2020,VHF,0944-4303,1.3483826,125.0498292,5,1,X,0,DVB-S2,IPsec,0.7,3/9/2022
68645-446,astronomical,Sun-synchronous orbit (SSO),9/1/2022,VHF,0574-7236,42.009313,20.9713986,27,1,Z,1,AES,IPsec,0.31,3/25/2022
63481-440,astronomical,Low Earth orbit (LEO),6/21/2020,VHF,36800-999,14.6440549,121.0286448,58,0,Z,1,CCSDS,QKD,0.09,4/25/2022
76069-100,navigation,geostationary orbit (GEO),11/25/2022,Ka-band,0093-7443,50.6731869,13.9418552,66,0,X,0,TCP/IP,IPsec,0.04,11/25/2022
59746-040,Earth observation,geostationary transfer orbit (GTO),4/5/2021,UHF,10812-925,48.6059152,-4.1166788,15,1,X,0,TCP/IP,QKD,0.76,2/2/2022
68016-204,navigation,medium Earth orbit (MEO),11/9/2020,Ka-band,24236-012,53.180879,17.0835566,49,1,X,1,SLE,IPsec,0.82,4/16/2022
42507-486,astronomical,geostationary orbit (GEO),2/29/2020,Ku-band,36800-311,47.9795218,91.634756,91,1,X,1,SLE,QKD,0.78,6/23/2022
55289-061,Earth observation,geostationary orbit (GEO),4/4/2022,VHF,41163-320,42.0256691,19.547883,83,1,Z,1,SLE,QKD,0.96,3/23/2022
59779-567,communication,geostationary orbit (GEO),2/7/2021,Ku-band,43353-503,0.5695252,34.5583766,94,0,Z,0,TCP/IP,IPsec,0.53,8/12/2022
54622-697,astronomical,Low Earth orbit (LEO),5/24/2020,UHF,76058-102,3.2359747,98.6875659,87,0,Z,1,SLE,QKD,0.98,10/26/2022
98132-713,communication,medium Earth orbit (MEO),4/17/2020,Ka-band,68828-146,-12.6117479,-76.6701475,87,0,X,0,DVB-S2,IPsec,0.31,3/15/2022
55154-5096,Earth observation,geostationary transfer orbit (GTO),11/4/2022,Ka-band,49817-0055,17.234553,102.4235298,40,0,X,1,CCSDS,IPsec,0.25,10/9/2022
57520-0711,astronomical,Low Earth orbit (LEO),7/17/2020,Ku-band,0615-7662,7.665099,-76.67749,35,1,Z,0,SLE,QKD,0.76,2/15/2022
54868-5897,Earth observation,geostationary orbit (GEO),10/13/2022,VHF,10191-1578,52.5595501,23.8049715,53,1,Z,1,CCSDS,QKD,0.14,5/23/2022
0024-0337,navigation,geostationary transfer orbit (GTO),6/16/2022,UHF,64764-884,29.454189,119.996847,59,0,Z,0,DVB-S2,QKD,0.78,6/3/2022
58194-003,astronomical,Sun-synchronous orbit (SSO),1/18/2020,UHF,76214-032,32.3295438,49.0943433,47,1,X,0,TCP/IP,IPsec,0.1,7/3/2022
47242-0071,astronomical,geostationary orbit (GEO),8/18/2020,UHF,55316-565,40.819371,122.248779,33,1,X,0,SLE,IPsec,0.66,11/1/2022
0944-2831,Earth observation,Low Earth orbit (LEO),8/10/2020,VHF,49288-0291,-6.6839542,106.9516627,53,0,Z,1,DVB-S2,IPsec,0.85,7/30/2022
0904-0004,communication,geostationary transfer orbit (GTO),6/23/2020,UHF,36987-1599,7.7299001,125.1001641,78,1,Z,1,TCP/IP,QKD,0.38,4/13/2022
0264-7608,navigation,geostationary transfer orbit (GTO),6/7/2022,UHF,0093-8343,20.9924634,105.6404254,74,0,X,1,DVB-S2,IPsec,0.92,9/2/2022
12546-310,astronomical,medium Earth orbit (MEO),3/16/2020,UHF,68001-137,40.657978,109.840313,68,0,Z,1,SLE,QKD,0.48,4/20/2022
35356-712,astronomical,geostationary orbit (GEO),5/20/2020,VHF,0121-1762,3.1523104,101.7178316,86,1,X,0,TCP/IP,QKD,0.98,7/17/2022
24385-601,communication,medium Earth orbit (MEO),5/7/2022,Ka-band,50544-001,8.0335995,2.4851463,18,0,X,0,DVB-S2,QKD,0.76,9/26/2022
49349-610,astronomical,Sun-synchronous orbit (SSO),2/25/2022,Ku-band,75835-270,-6.4086821,106.7241166,53,0,X,1,TCP/IP,IPsec,0.6,12/27/2022
0409-6660,navigation,Sun-synchronous orbit (SSO),11/12/2020,Ka-band,41250-031,-37.002374,175.848229,44,1,X,1,CCSDS,QKD,0.37,10/6/2022
63304-624,Earth observation,geostationary transfer orbit (GTO),7/26/2020,VHF,54458-904,44.4693308,19.8223207,35,1,X,0,TCP/IP,IPsec,0.69,3/5/2022
42291-653,astronomical,geostationary orbit (GEO),1/24/2022,Ka-band,62566-001,55.4738346,13.0125224,2,1,Z,0,CCSDS,IPsec,0.42,12/12/2022
50268-324,astronomical,medium Earth orbit (MEO),7/12/2021,UHF,61543-1604,28.970079,118.859457,93,1,X,1,DVB-S2,IPsec,0.21,11/5/2022
49999-784,Earth observation,geostationary orbit (GEO),9/29/2022,Ka-band,0603-3891,11.5105782,122.0865444,60,0,Z,1,DVB-S2,IPsec,0.66,8/15/2022
31722-537,communication,medium Earth orbit (MEO),4/17/2021,VHF,36987-2644,33.157445,106.834805,93,0,X,1,TCP/IP,QKD,1.0,3/22/2022
51655-562,communication,geostationary orbit (GEO),9/29/2021,Ku-band,50383-804,56.9651439,26.3110469,16,1,X,0,AES,IPsec,0.09,8/6/2022
0132-0655,Earth observation,geostationary transfer orbit (GTO),10/6/2020,UHF,51060-055,54.2490828,18.8664712,2,1,Z,1,TCP/IP,IPsec,0.39,10/10/2022
48951-1046,communication,geostationary transfer orbit (GTO),2/10/2022,UHF,62559-166,32.790614,35.326882,47,0,X,1,DVB-S2,IPsec,0.1,11/18/2022
13537-219,Earth observation,Sun-synchronous orbit (SSO),8/28/2021,VHF,55154-0455,27.758574,117.062372,4,1,Z,1,CCSDS,QKD,0.38,10/22/2022
43269-807,astronomical,geostationary orbit (GEO),4/20/2021,VHF,46672-642,34.1615135,-118.3403506,38,0,Z,1,CCSDS,QKD,0.66,2/20/2022
55154-4780,Earth observation,geostationary orbit (GEO),8/26/2022,Ku-band,0378-3632,55.985,22.91889,18,0,X,0,SLE,IPsec,0.83,8/27/2022
49288-0267,astronomical,geostationary orbit (GEO),6/4/2020,Ku-band,59762-3130,38.950239,117.406384,14,1,Z,0,CCSDS,IPsec,0.58,12/24/2022
49884-084,navigation,Sun-synchronous orbit (SSO),9/7/2021,Ka-band,59762-6720,30.826816,113.846241,69,0,Z,0,TCP/IP,QKD,0.14,6/9/2022
68016-210,Earth observation,geostationary orbit (GEO),3/30/2022,VHF,57955-6006,-15.1709148,-72.8308692,56,0,Z,0,SLE,QKD,0.79,4/1/2022
68169-0012,communication,geostationary transfer orbit (GTO),1/3/2020,Ku-band,43353-089,-28.34028,23.08194,33,1,Z,1,SLE,QKD,0.6,4/27/2022
50462-119,communication,geostationary orbit (GEO),11/28/2022,Ka-band,57664-280,50.5982316,17.3802606,33,1,Z,0,SLE,QKD,0.28,11/26/2022
36987-1703,navigation,Low Earth orbit (LEO),2/5/2022,VHF,61387-250,16.650007,103.889068,83,1,X,1,SLE,QKD,0.86,12/23/2022
21695-017,navigation,Sun-synchronous orbit (SSO),11/15/2020,UHF,51060-056,-7.3737257,107.7103291,16,1,Z,0,DVB-S2,QKD,0.91,5/13/2022
53808-0452,astronomical,geostationary transfer orbit (GTO),11/30/2021,VHF,0008-1040,-14.05,-74.966667,88,0,Z,1,CCSDS,IPsec,0.3,3/26/2022
43066-150,Earth observation,medium Earth orbit (MEO),8/10/2020,Ku-band,37808-072,44.254148,86.311647,68,0,X,1,CCSDS,QKD,0.42,11/30/2022
43596-0016,navigation,geostationary transfer orbit (GTO),3/6/2020,Ka-band,54312-825,-20.4703278,-45.1120424,14,0,Z,0,TCP/IP,QKD,0.12,10/4/2022
65954-561,Earth observation,Low Earth orbit (LEO),12/20/2021,Ku-band,10202-050,-6.3943,105.9495,67,0,Z,1,CCSDS,QKD,0.4,6/29/2022
68462-128,astronomical,Low Earth orbit (LEO),12/10/2021,Ku-band,11084-147,49.26811,-100.99669,60,0,Z,1,SLE,IPsec,0.06,10/31/2022
43742-0299,navigation,medium Earth orbit (MEO),1/14/2022,VHF,68682-705,32.223303,118.761836,13,0,Z,0,AES,QKD,0.33,2/6/2022
68828-178,communication,geostationary orbit (GEO),11/3/2020,VHF,10967-590,45.8272842,20.4615173,67,1,Z,0,AES,IPsec,0.41,8/7/2022
51009-105,Earth observation,medium Earth orbit (MEO),2/11/2021,UHF,43063-260,24.018269,114.987268,57,1,Z,0,SLE,IPsec,0.37,3/27/2022
13668-082,Earth observation,Sun-synchronous orbit (SSO),11/7/2022,Ka-band,0781-3305,38.6271104,-9.0346456,15,0,X,1,CCSDS,IPsec,0.05,8/23/2022
67143-3102,astronomical,geostationary transfer orbit (GTO),3/21/2022,Ka-band,54575-366,-8.4766365,119.8805782,72,0,X,1,DVB-S2,QKD,0.84,12/22/2022
11410-044,Earth observation,geostationary orbit (GEO),10/16/2021,UHF,50458-191,-6.9592076,108.5244179,18,0,X,1,TCP/IP,IPsec,0.59,8/2/2022
11697-318,astronomical,Low Earth orbit (LEO),9/14/2022,Ka-band,0002-1200,52.5264066,85.1824498,15,0,X,1,CCSDS,IPsec,0.47,3/9/2022
59915-1001,navigation,Low Earth orbit (LEO),2/4/2022,UHF,37000-843,-6.7561816,111.2994071,8,0,X,1,DVB-S2,QKD,0.38,6/5/2022
57344-120,astronomical,medium Earth orbit (MEO),1/8/2020,Ka-band,53808-0671,-15.7874406,35.030814,25,1,Z,1,AES,IPsec,0.22,6/10/2022
10565-072,communication,geostationary transfer orbit (GTO),12/31/2021,Ku-band,41250-016,9.7086357,-13.3876116,53,0,X,0,CCSDS,IPsec,0.74,4/26/2022
0536-4391,astronomical,geostationary orbit (GEO),6/9/2020,Ka-band,51335-004,59.4281489,10.65544,77,1,X,0,AES,QKD,0.07,8/15/2022
61957-0906,communication,geostationary orbit (GEO),12/23/2021,Ka-band,33261-129,30.03312,120.868122,50,0,Z,1,CCSDS,QKD,0.23,4/27/2022
43742-0453,navigation,Low Earth orbit (LEO),3/4/2022,UHF,53807-408,19.421145,-99.1283211,69,0,Z,0,SLE,IPsec,0.95,10/28/2022
49288-0070,astronomical,geostationary transfer orbit (GTO),5/5/2021,Ku-band,0264-7800,-9.5463283,118.9996527,28,0,Z,0,CCSDS,QKD,0.35,5/15/2022
0485-0082,communication,geostationary transfer orbit (GTO),4/2/2020,VHF,57955-2251,41.669412,112.915135,88,1,X,1,TCP/IP,QKD,0.82,7/10/2022
42361-029,communication,geostationary orbit (GEO),6/30/2020,UHF,0378-3515,14.5458392,121.0044883,62,1,X,1,SLE,QKD,0.81,1/20/2022
63777-308,astronomical,medium Earth orbit (MEO),1/11/2020,Ku-band,68745-2006,23.020673,113.751799,43,1,X,0,DVB-S2,QKD,0.19,2/23/2022
51072-065,Earth observation,geostationary orbit (GEO),4/19/2022,UHF,42507-289,0.881124,124.014,36,1,Z,1,CCSDS,IPsec,0.29,4/10/2022
53014-548,communication,geostationary transfer orbit (GTO),5/2/2020,Ka-band,41250-603,33.5041035,11.0881494,29,1,X,1,DVB-S2,QKD,0.69,1/8/2022
0591-0932,navigation,medium Earth orbit (MEO),12/19/2022,Ku-band,53499-5571,-8.5575067,116.1270801,91,0,Z,0,AES,IPsec,0.23,1/18/2022
55648-701,navigation,Low Earth orbit (LEO),3/8/2021,UHF,0456-0600,19.0511285,105.4536718,51,0,X,0,DVB-S2,IPsec,0.14,1/5/2022
53942-069,navigation,medium Earth orbit (MEO),12/28/2020,UHF,54868-3169,19.1765583,-72.1386513,33,1,X,1,AES,IPsec,0.99,3/9/2022
0093-0319,astronomical,Low Earth orbit (LEO),12/7/2021,Ku-band,0185-0933,39.6832131,-9.0018424,89,0,Z,1,CCSDS,QKD,0.9,5/2/2022
51531-4325,navigation,Sun-synchronous orbit (SSO),9/3/2020,UHF,51060-061,45.8836384,-73.2813569,90,0,Z,0,AES,QKD,0.23,10/23/2022
0268-1143,navigation,geostationary orbit (GEO),6/11/2022,VHF,51523-007,58.1348867,8.006095,30,1,Z,0,TCP/IP,QKD,0.16,9/18/2022
14783-056,communication,geostationary orbit (GEO),12/3/2021,Ka-band,61077-019,56.674534,22.0049709,41,1,Z,1,CCSDS,QKD,0.77,10/4/2022
41163-903,astronomical,medium Earth orbit (MEO),11/15/2020,Ka-band,54868-0120,16.2524136,120.4835109,80,0,Z,1,SLE,QKD,0.32,1/3/2022
54799-503,astronomical,geostationary transfer orbit (GTO),12/20/2020,UHF,59351-0326,26.982106,117.980053,96,0,Z,0,TCP/IP,IPsec,0.28,7/25/2022
13537-365,Earth observation,medium Earth orbit (MEO),5/10/2022,Ku-band,66969-6013,38.6559826,-9.0096184,51,1,Z,1,DVB-S2,IPsec,0.54,8/12/2022
65517-2000,astronomical,medium Earth orbit (MEO),11/13/2021,Ku-band,52685-311,-7.0465148,108.4602464,90,1,X,0,AES,QKD,0.93,4/18/2022
11410-812,navigation,geostationary transfer orbit (GTO),10/22/2020,UHF,37808-304,14.5732425,121.020976,18,1,X,1,TCP/IP,QKD,0.1,3/29/2022
50436-9975,astronomical,Sun-synchronous orbit (SSO),5/27/2020,Ku-band,48951-3035,-7.3554007,-35.2258365,55,0,Z,0,CCSDS,QKD,0.69,11/3/2022
37000-129,astronomical,Sun-synchronous orbit (SSO),9/22/2022,UHF,43063-343,13.45529,43.94704,64,0,X,0,AES,QKD,0.17,6/18/2022
53329-822,navigation,geostationary orbit (GEO),10/4/2020,Ka-band,52664-008,5.695633,-76.649812,85,0,Z,0,CCSDS,IPsec,0.29,8/1/2022
67544-326,astronomical,Low Earth orbit (LEO),9/30/2021,UHF,64536-4351,14.413539,-90.633471,44,0,Z,0,CCSDS,IPsec,0.37,2/9/2022
64380-758,navigation,geostationary transfer orbit (GTO),2/25/2020,Ku-band,35356-580,9.9648655,-71.1329685,88,0,Z,0,AES,IPsec,0.22,7/29/2022
63874-413,astronomical,geostationary transfer orbit (GTO),4/7/2022,Ka-band,24236-922,39.3046388,23.2207655,72,0,Z,1,AES,IPsec,0.66,12/19/2022
0409-3793,communication,Sun-synchronous orbit (SSO),3/4/2020,UHF,52125-119,59.6452799,30.7629879,28,1,Z,0,SLE,QKD,0.55,3/14/2022
67510-0057,astronomical,medium Earth orbit (MEO),8/7/2020,VHF,51523-011,51.4918437,7.5319762,20,0,X,0,CCSDS,IPsec,0.62,6/11/2022
50845-0095,Earth observation,geostationary transfer orbit (GTO),5/7/2020,Ku-band,76439-322,-22.8458105,-47.2288853,95,1,Z,0,SLE,QKD,0.5,12/9/2022
76485-1012,Earth observation,Sun-synchronous orbit (SSO),10/14/2022,VHF,51079-902,33.5668566,-83.477106,90,0,X,1,TCP/IP,IPsec,0.64,6/14/2022
49643-019,Earth observation,medium Earth orbit (MEO),9/26/2020,Ku-band,0615-5540,55.8174294,37.3727638,4,1,Z,1,SLE,QKD,0.48,7/11/2022
59779-109,navigation,geostationary orbit (GEO),2/9/2022,Ku-band,51514-0325,45.4235609,-73.9319061,14,1,X,1,CCSDS,QKD,0.69,4/22/2022
10096-0182,navigation,Sun-synchronous orbit (SSO),12/16/2022,Ka-band,50436-6650,55.3040194,83.6056675,47,0,X,0,CCSDS,QKD,0.3,6/30/2022
0904-6007,Earth observation,geostationary orbit (GEO),9/12/2020,UHF,55443-0102,-7.2026914,108.1013637,88,1,Z,0,SLE,IPsec,0.9,10/4/2022
49349-605,astronomical,geostationary transfer orbit (GTO),3/20/2022,Ka-band,44087-1113,47.4325252,19.157136,62,0,Z,1,DVB-S2,QKD,0.52,5/17/2022
0944-2844,Earth observation,geostationary transfer orbit (GTO),4/9/2020,Ka-band,24385-203,56.3170109,43.994909,97,1,X,0,TCP/IP,IPsec,0.98,10/25/2022
24488-027,navigation,geostationary orbit (GEO),7/18/2022,Ka-band,36000-005,-7.003074,108.0035567,43,0,X,1,TCP/IP,QKD,0.56,8/25/2022
48951-3131,communication,geostationary orbit (GEO),6/19/2022,VHF,13630-0043,7.1889377,124.6303406,26,0,X,1,DVB-S2,IPsec,0.88,5/31/2022
21130-299,Earth observation,Sun-synchronous orbit (SSO),2/20/2021,UHF,10812-041,-9.7390437,119.8699493,5,0,Z,1,AES,QKD,0.66,1/8/2022
49349-000,communication,geostationary transfer orbit (GTO),11/5/2020,VHF,0009-5181,49.9454719,21.8376406,9,1,Z,0,CCSDS,IPsec,0.23,3/22/2022
68210-1902,communication,Sun-synchronous orbit (SSO),4/27/2020,Ku-band,68788-9902,54.939518,37.4014986,14,1,Z,1,TCP/IP,IPsec,0.64,3/10/2022
21695-878,astronomical,medium Earth orbit (MEO),5/11/2021,Ka-band,36987-1039,38.4800003,22.5843667,49,1,Z,0,DVB-S2,QKD,0.17,8/4/2022
37205-344,astronomical,Low Earth orbit (LEO),7/25/2020,UHF,49738-175,46.6908888,-71.7146783,30,0,Z,1,CCSDS,QKD,0.43,9/5/2022
21695-953,astronomical,medium Earth orbit (MEO),2/25/2020,Ku-band,68382-134,31.984497,118.713868,58,1,Z,0,DVB-S2,QKD,0.35,2/6/2022
46122-207,Earth observation,medium Earth orbit (MEO),12/8/2022,Ku-band,51079-801,34.262709,108.355232,21,0,X,1,TCP/IP,IPsec,0.12,3/25/2022
60512-6997,astronomical,geostationary transfer orbit (GTO),1/17/2022,Ku-band,47335-176,26.695419,101.841707,87,0,X,0,DVB-S2,QKD,0.26,11/24/2022
55154-4605,navigation,geostationary orbit (GEO),3/16/2021,UHF,25010-805,-8.781999,36.3608819,85,0,X,1,CCSDS,IPsec,0.77,3/18/2022
43269-807,Earth observation,geostationary orbit (GEO),4/21/2020,Ku-band,54868-5722,43.0052216,71.513917,30,1,Z,0,SLE,QKD,0.4,5/13/2022
